finding_id,title,severity,host,rule,oval_id,scan_class,os,triage_should_remediate,triage_risk_level,triage_reason,triage_requires_human_review,triage_estimated_impact,triage_estimated_complexity,final_status,remediated_at_round,total_attempts,remedy_commands_executed,remedy_scan_passed,remedy_success,remedy_error_summary,remedy_attempt_duration_s,remedy_scan_duration_s,review_approve,review_is_optimal,review_security_score,review_feedback,review_concerns,qa_safe,qa_verdict_reason,qa_side_effects,qa_regression_detected,qa_recommendation,qa_validation_duration_s,total_duration_s,llm_calls,llm_errors,llm_duration_s,prompt_tokens,completion_tokens,total_tokens,estimated_cost_usd,triage_llm_calls,triage_tokens,triage_cost_usd,triage_duration_s,remedy_llm_calls,remedy_tokens,remedy_cost_usd,remedy_duration_s,review_llm_calls,review_tokens,review_cost_usd,review_duration_s,qa_llm_calls,qa_tokens,qa_cost_usd,qa_duration_s,triage_model,remedy_model,review_model,qa_model
accounts_password_pam_pwquality_retry,Ensure PAM Enforces Password Requirements - Authentication Retry Prompts Permitted Per-Session in /etc/security/pwquality.conf,2,localhost,accounts_password_pam_pwquality_retry,xccdf_org.ssgproject.content_rule_accounts_password_pam_pwquality_retry,compliance,localhost.localdomain,True,low,"The remediation only edits a PAM password quality configuration file to set the retry count. This is a standard STIG hardening step, involves a single file edit, and does not modify authentication mechanisms in a way that would cause lockout or service disruption.",False,authentication/authorization affected; Setting retry too low could inconvenience users; Incorrect syntax could cause pwquality module to fail,low,success,1,1,"cp -p /etc/security/pwquality.conf /etc/security/pwquality.conf.bak; sed -i 's/^[[:space:]]*#\?[[:space:]]*retry[[:space:]]*=.*/retry = 3/' /etc/security/pwquality.conf; sed -i '/# Per : Set retry = 3 in \/etc\/security\/pwquality.conf/{n;d}' /etc/security/pwquality.conf; ls -1 /etc/security/pwquality.conf.d 2>/dev/null || echo 'NO_DIR'; grep -R ""retry"" -n /etc/security/pwquality.conf.d 2>/dev/null || true",True,True,,89.15690302848816,1.616,True,False,8,The plan correctly sets the retry value in the proper configuration file and avoids duplicate entries. It will remediate the vulnerability. Minor improvements such as handling commented lines more robustly and backing up the file before editing are recommended.,"The sed expression does not anchor the match to the start of the line, which could unintentionally replace unrelated lines containing the word 'retry' elsewhere in the file.; No backup of the original configuration file is created before modification.; The plan assumes /etc/security/pwquality.conf is the only location for the setting; some distributions may also use *.conf files in /etc/security/pwquality.conf.d/.",True,"The plan correctly sets the 'retry = 3' parameter in /etc/security/pwquality.conf, which only influences the pam_pwquality module used during password changes. The sed expression is anchored to the start of the line, avoiding unintended replacements, and the additional check prevents duplicate entries. This change does not affect authentication mechanisms like sshd, nor does it impact critical services.","No backup of the original file is created (manual rollback may be required if needed); If a /etc/security/pwquality.conf.d/*.conf file sets a different 'retry' value, it may override this setting",False,Approve,2.433487892150879,95.43570399284363,18,0,92.755,74102,5589,79691,0.008565,1,1395,0.000175,6.27,15,75107,0.007896,70.301,1,1443,0.000207,13.757,1,1746,0.000287,2.429,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_authorized_local_users,Only Authorized Local User Accounts Exist on Operating System,2,localhost,accounts_authorized_local_users,xccdf_org.ssgproject.content_rule_accounts_authorized_local_users,compliance,localhost.localdomain,False,medium,"Remediation involves deleting user accounts. If an unauthorized account is actually required for system or application functionality, removal could cause service disruption or loss of access, especially if the account is used for remote login (e.g., SSH). Human verification is needed to ensure only truly unnecessary accounts are removed.",True,authentication/authorization affected; potential loss of required service accounts; possible removal of accounts used for remote access; impact on applications relying on specific local users,medium,requires_human_review,,0,,,,,,,,,,,,,,,,,,14.660086870193481,1,0,14.656,717,260,977,0.000153,1,977,0.000153,14.656,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
no_empty_passwords,Prevent Login to Accounts With Empty Password,3,localhost,no_empty_passwords,xccdf_org.ssgproject.content_rule_no_empty_passwords,compliance,localhost.localdomain,True,low,"The remediation removes the 'nullok' option from PAM configuration, a standard STIG hardening step that prevents logins with empty passwords. The provided script uses authselect when available, reducing the chance of manual errors. While there is a minor risk of lockout if PAM is misconfigured, the checks and backup steps mitigate this, making the fix safe to apply.",False,authentication/authorization affected; Potential lockout if PAM configuration becomes invalid; Dependency on authselect profile integrity,low,success,1,1,cp /etc/pam.d/system-auth /etc/pam.d/system-auth.bak; cp /etc/pam.d/password-auth /etc/pam.d/password-auth.bak; sed -i 's/ nullok//g' /etc/pam.d/system-auth; sed -i 's/ nullok//g' /etc/pam.d/password-auth,True,True,,73.4113929271698,1.531,True,False,7,"The plan will remove the 'nullok' option and therefore prevent logins with empty passwords, addressing the vulnerability. However, editing the PAM files directly bypasses authselect, which is the preferred mechanism on Rocky Linux 10 and may cause the changes to be overwritten by future authselect operations. Adding a backup step and testing the configuration before logout would improve safety.","Directly editing PAM files may be overwritten by authselect and is not the recommended method on systems that use authselect.; Sed command removes whitespace indiscriminately, which could alter line formatting and potentially introduce syntax errors.; If the edited file becomes malformed, it could lock out all users, including root.",True,"Removing the 'nullok' option from the PAM configuration directly disables empty‑password logins, which resolves the vulnerability and does not alter the required authentication flow. The sed expression only strips the token and its surrounding whitespace, preserving the rest of the line, so PAM syntax remains valid. While editing the files manually bypasses authselect (which could later overwrite the changes), the immediate impact on services such as sshd, login, sudo, etc., is minimal and unlikely to cause lock‑outs if the edit is performed correctly.","Future authselect operations may overwrite the manual changes; If the sed command produces a malformed PAM line, authentication (including SSH) could fail",False,Approve,6.586275100708008,75.85403490066528,17,0,73.455,51863,4641,56504,0.005882,1,1360,0.000346,2.434,14,51596,0.005025,52.086,1,1814,0.000231,12.354,1,1734,0.000281,6.582,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permission_user_init_files_root,Ensure All User Initialization Files Have Mode 0740 Or Less Permissive,2,localhost,file_permission_user_init_files_root,xccdf_org.ssgproject.content_rule_file_permission_user_init_files_root,compliance,localhost.localdomain,True,low,"The remediation only changes file permissions on user initialization files, which is a standard STIG hardening step and does not affect authentication mechanisms, networking, or boot configuration. The risk of locking out users or breaking critical services is minimal.",False,filesystems affected; Potential for user scripts that rely on broader permissions to fail,low,success,1,1,find /root /home/* -maxdepth 2 -type f \( -name .bashrc -o -name .bash_profile -o -name .bash_login -o -name .profile -o -name .cshrc -o -name .tcshrc -o -name .kshrc -o -name .zshrc -o -name .zprofile -o -name .zlogin -o -name .login -o -name .bash_logout \) -exec chmod 0640 {} \;,True,True,,68.83658981323242,1.632,True,False,8,"The plan will set the listed initialization files to 0740 for root and for users with home directories under /home, which satisfies the requirement that the files are not readable by other users. It is functional but could be tightened to avoid modifying non‑interactive accounts and to avoid adding the execute bit which is unnecessary for most init files.","The find command may also affect system or service accounts that have home directories under /home, potentially altering files that do not need to be changed.; Setting mode 0740 adds the execute bit for the owner; typical init files only need read/write permissions (0640).; The list of init files is not exhaustive (e.g., .bash_login, .kshrc, .zlogin are omitted).; The command does not explicitly filter by UID >=1000 or by shells that are not nologin, relying on assumptions about directory structure.",True,"Changing only the permission bits of user shell initialization files to 0740 (adding the execute bit for the owner) will not affect the ability of the shell or services to read them. The command targets only typical init files in /root and /home directories, avoiding system configuration files. No critical system services rely on these files being executable, and SSH authentication is unchanged. Minor side‑effects (extra execute bit, possible modifications of non‑interactive accounts) do not cause functional breakage.","Adds owner execute permission to init files (generally harmless).; May modify init files of service accounts that have homes under /home.; Does not cover some less common init filenames (e.g., .bash_login, .kshrc).",False,Approve,6.589648962020874,70.07359313964844,11,0,69.327,25199,6231,31430,0.00478,1,1429,0.000443,1.227,8,25547,0.003472,38.545,1,2367,0.000258,22.968,1,2087,0.000607,6.588,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
accounts_umask_etc_profile,Ensure the Default Umask is Set Correctly in /etc/profile,2,localhost,accounts_umask_etc_profile,xccdf_org.ssgproject.content_rule_accounts_umask_etc_profile,compliance,localhost.localdomain,True,low,"The remediation only edits or adds a simple 'umask' line in /etc/profile and any /etc/profile.d/*.sh scripts. This change does not affect authentication mechanisms, networking, bootloader, or partitioning, and it will not lock out SSH or console access. It is a standard STIG hardening step.",False,,low,failed,,3,"awk '/^[[:space:]]*UMASK[[:space:]]/{print $2}' /etc/login.defs; cp /etc/profile /etc/profile.bak; ls /etc/profile.d/*.sh 2>/dev/null || true; grep -Hn ""umask"" /etc/profile.d/*.sh 2>/dev/null; sed -i -E 's/^[[:space:]]*umask[[:space:]]+[0-7]+/umask 077/' /etc/profile; sed -i -E 's/^[[:space:]]*umask[[:space:]]+[0-7]+/umask 027/' /etc/profile; grep -n ""^[[:space:]]*umask"" -R /etc/profile /etc/profile.d/*.sh 2>/dev/null; cp /etc/login.defs /etc/login.defs.bak; cp /etc/profile /etc/profile.bak2; sed -i -E 's/^#?[[:space:]]*UMASK[[:space:]]+[0-7]+/UMASK 027/' /etc/login.defs",False,False,,176.3109791278839,1.424,True,False,8,"The plan will set the default umask to 027 in /etc/profile and all /etc/profile.d/*.sh files, backing up files and verifying the change, which satisfies the vulnerability requirement. Minor issues remain (hard‑coded value and an unnecessary edit of /etc/login.defs), but they do not prevent remediation from succeeding.","The umask value is hard‑coded to 027 instead of using the STIG variable (var_accounts_user_umask), which could cause drift if the policy changes.; The script modifies /etc/login.defs, which is unrelated to the /etc/profile check and adds unnecessary surface for errors.; The sed pattern does not anchor the end of the line, so trailing characters after the octal value may remain.; If a file contains multiple umask statements, only the first match is replaced; additional definitions could persist.",True,"The plan correctly sets the default umask to 027 in /etc/profile and all /etc/profile.d/*.sh scripts, backs up the modified files, and verifies the change. Editing /etc/login.defs is harmless and does not affect running services. No commands will lock out SSH or break core daemons, and the changes are limited to shell initialization files.","Adds or modifies umask lines in multiple profile scripts, potentially creating duplicate entries if scripts already contain umask statements; Modifies /etc/login.defs, which is unrelated to the profile check but does not impact system functionality",False,Approve,7.307376861572266,176.31569910049438,20,0,172.408,109153,9110,118263,0.007288,0,0,0.0,0.0,16,109683,0.00527,104.673,2,4539,0.001255,58.848,2,4041,0.000764,8.885,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
grub2_admin_username,Set the Boot Loader Admin Username to a Non-Default Value,3,localhost,grub2_admin_username,xccdf_org.ssgproject.content_rule_grub2_admin_username,compliance,localhost.localdomain,False,critical,"The remediation requires editing the GRUB2 boot loader configuration and regenerating the boot menu. Mistakes can render the system unbootable or lock out console access, which falls under bootloader changes that the policy classifies as too dangerous to remediate automatically.",False,authentication/authorization affected; bootloader misconfiguration; inability to boot the system; potential loss of console access,medium,discarded,,0,,,,,,,,,,,,,,,,,,2.729098081588745,1,0,2.724,790,693,1483,0.000425,1,1483,0.000425,2.724,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
grub2_password,Set Boot Loader Password in grub2,3,localhost,grub2_password,xccdf_org.ssgproject.content_rule_grub2_password,compliance,localhost.localdomain,False,critical,"The remediation modifies the GRUB2 bootloader configuration to add a password, which is a bootloader change. According to policy, bootloader modifications are classified as too dangerous to remediate automatically due to the high risk of rendering the system unbootable or locking out console access.",False,reboot required; authentication/authorization affected; Potential bootloader lockout; Loss of console or physical access if password is misconfigured; System may fail to boot until password is corrected,low,discarded,,0,,,,,,,,,,,,,,,,,,14.913586139678955,1,0,14.91,618,615,1233,0.000141,1,1233,0.000141,14.91,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
network_configure_name_resolution,Configure Multiple DNS Servers in /etc/resolv.conf,2,localhost,network_configure_name_resolution,xccdf_org.ssgproject.content_rule_network_configure_name_resolution,compliance,localhost.localdomain,True,low,"The remediation only requires editing /etc/resolv.conf to add at least two 'nameserver' entries and optionally ensuring 'dns' is present in /etc/nsswitch.conf. This is a straightforward file edit that does not affect authentication, boot process, or critical services, and poses no risk of lockout.",False,networking affected,low,success,2,2,cp /etc/nsswitch.conf /etc/nsswitch.conf.bak; cp /etc/resolv.conf /etc/resolv.conf.bak; grep -q '^nameserver 1\.1\.1\.1' /etc/resolv.conf || echo 'nameserver 1.1.1.1' >> /etc/resolv.conf,True,True,,102.16955304145813,1.549,True,False,8,"The plan will correctly add the missing 'dns' entry to /etc/nsswitch.conf and ensure at least two nameserver lines exist in /etc/resolv.conf, thereby satisfying the requirement. Backups are made and changes are verified. Minor refinements are suggested.","The sed command inserts 'dns' after 'files' which may alter the intended ordering of name service modules in some custom configurations.; Appending public DNS servers (1.1.1.1, 8.8.8.8) could conflict with internal DNS policies or cause unintended DNS resolution paths.; The approach does not consider if /etc/resolv.conf is managed by systemd-resolved, NetworkManager, or DHCP, which could overwrite manual edits.",True,"The plan correctly adds the missing 'dns' entry to /etc/nsswitch.conf and ensures at least two nameserver lines in /etc/resolv.conf while backing up original files. The changes are limited to name‑resolution configuration and are unlikely to disrupt critical services, though they may be overwritten by NetworkManager/systemd‑resolved.","If /etc/resolv.conf is managed by systemd-resolved, NetworkManager, or DHCP, manual edits may be overwritten on the next network restart.; Appending public DNS servers (1.1.1.1, 8.8.8.8) could cause internal DNS queries to be sent to external resolvers, which may violate internal policies.",False,Approve,45.54438924789429,102.17300581932068,14,0,100.368,46478,4388,50866,0.003178,0,0,0.0,0.0,12,46399,0.002251,51.031,1,2353,0.00057,3.797,1,2114,0.000357,45.541,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
sysctl_net_ipv4_conf_all_forwarding,Disable Kernel Parameter for IPv4 Forwarding on all IPv4 Interfaces,2,localhost,sysctl_net_ipv4_conf_all_forwarding,xccdf_org.ssgproject.content_rule_sysctl_net_ipv4_conf_all_forwarding,compliance,localhost.localdomain,True,low,"The remediation only edits sysctl configuration files to disable IPv4 forwarding and applies the change at runtime. This is a standard, low‑impact sysctl hardening step that does not affect authentication, boot process, or critical services, and it does not require a reboot.",False,"networking affected; Potential impact on services that rely on IP forwarding (e.g., routers, VPNs); Misconfiguration could leave the setting enabled if files are not correctly edited",low,success,2,2,"ls -1 /etc/sysctl.d/*.conf 2>/dev/null || true; grep -R ""net\.ipv4\.conf\.all\.forwarding"" -n /etc/sysctl.conf /etc/sysctl.d /run/sysctl.d /usr/local/lib/sysctl.d /usr/lib/sysctl.d 2>/dev/null || true; sed -n '1,200p' /etc/sysctl.d/99-relax.conf; sysctl net.ipv4.conf.all.forwarding; grep -R -n ""^[[:space:]]*net\.ipv4\.conf\.all\.forwarding"" /etc/sysctl.conf /etc/sysctl.d /run/sysctl.d /usr/local/lib/sysctl.d /usr/lib/sysctl.d 2>/dev/null | grep -v '^#' || true; grep -R -n ""net\.ipv4\.conf\.all\.forwarding"" /usr/lib/sysctl.d /run/sysctl.d /usr/local/lib/sysctl.d 2>/dev/null; sysctl -w net.ipv4.conf.all.forwarding=0; sysctl --system",True,True,,117.14581084251404,1.487,True,False,9,"The plan will disable IPv4 forwarding at runtime and make the setting persistent, thus addressing the vulnerability. Minor adjustments (reloading all sysctl files, using a more robust matching pattern, and considering prefix ordering) would improve robustness.",The script does not reload all sysctl configurations after creating the new file; it only sets the value with sysctl -w.; The sed pattern may miss lines with leading whitespace or variations in formatting.; Using a high numeric prefix (99) could be overridden by any later sysctl files with a higher number.; Potentially commenting out the 99-sysctl.conf symlink without special handling.,True,"Disabling IPv4 forwarding is the intended remediation and matches the default security posture for a non‑router host. The plan safely comments out existing definitions, adds a persistent configuration with a high‑priority file, and applies the change at runtime. This will not interrupt local services such as sshd, auditd, firewalld, or networking on a typical Rocky Linux system, though any workloads that rely on packet forwarding (e.g., containers, VPNs, NAT routers) would lose that capability.","Loss of IPv4 routing/forwarding for any applications that rely on the host acting as a router (containers, VPNs, NAT).; Potential override by later sysctl files with a higher numeric prefix.",False,Approve,6.477887868881226,117.14977622032166,18,0,114.214,77085,7210,84295,0.006655,0,0,0.0,0.0,16,79836,0.006197,89.585,1,2516,0.000256,18.152,1,1943,0.000201,6.476,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
dir_perms_world_writable_root_owned,Ensure All World-Writable Directories Are Owned by root User,2,localhost,dir_perms_world_writable_root_owned,xccdf_org.ssgproject.content_rule_dir_perms_world_writable_root_owned,compliance,localhost.localdomain,False,medium,"Changing ownership of all world-writable directories to root globally can unintentionally affect services that rely on specific directory ownership (e.g., web servers, application runtimes). A blanket fix may cause service disruption, so a manual review of each directory is advisable before applying changes.",True,filesystems affected; Potential service disruption; Unintended ownership changes for application-specific directories; Possible impact on containerized environments,high,requires_human_review,,0,,,,,,,,,,,,,,,,,,12.867134094238281,1,0,12.862,833,654,1487,0.000157,1,1487,0.000157,12.862,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
dir_perms_world_writable_sticky_bits,Verify that All World-Writable Directories Have Sticky Bits Set,2,localhost,dir_perms_world_writable_sticky_bits,xccdf_org.ssgproject.content_rule_dir_perms_world_writable_sticky_bits,compliance,localhost.localdomain,False,low,"Applying the sticky bit to world-writable directories is a standard permission hardening step that does not affect authentication, networking, or boot processes. The remediation only modifies directory mode bits, posing minimal risk of lockout or service disruption.",True,"filesystems affected; Potential for altering permissions on directories used by legacy applications; Large number of directories may be changed, increasing validation effort",high,requires_human_review,,0,,,,,,,,,,,,,,,,,,12.295239925384521,1,0,12.289,777,681,1458,0.00016,1,1458,0.00016,12.289,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_backup_etc_gshadow,Verify Permissions on Backup gshadow File,2,localhost,file_permissions_backup_etc_gshadow,xccdf_org.ssgproject.content_rule_file_permissions_backup_etc_gshadow,compliance,localhost.localdomain,True,low,"Changing the permissions of the backup gshadow file is a standard STIG hardening step that does not affect active authentication mechanisms or system boot. The remediation is a simple chmod command, posing minimal risk of lockout or service disruption.",False,"authentication/authorization affected; filesystems affected; If permissions remain too permissive, backup shadow data could be exposed",low,success,1,1,"chown root:root /etc/gshadow-; chmod u-xwrs,g-xwrs,o-xwrt /etc/gshadow-",True,True,,38.57687306404114,1.46,True,False,8,"The plan will correctly set the backup gshadow file permissions to 0000, satisfying the STIG requirement. Adding a check for correct ownership (root:root) and using the symbolic mode as shown in the recommendation would make the remediation more complete and aligned with best‑practice documentation.","Reading the file as a verification step could expose its contents in logs if not handled carefully.; The plan does not verify or enforce file ownership, which is also part of a typical hardening checklist.",True,"Setting /etc/gshadow- to mode 0000 only restricts access to the backup file; it is not used by authentication services, so no critical service interruption or lockout will occur. The remediation correctly addresses the permission issue.","The backup file will no longer be readable by any user, which may affect custom admin scripts that expect to read it.; Reading the file for verification could expose its contents in logs if not handled securely.",False,Approve,8.639179706573486,50.45292401313782,12,0,49.541,18971,2595,21566,0.001273,1,1144,0.000127,11.867,9,17911,0.00087,21.17,1,1262,0.00017,7.867,1,1249,0.000106,8.637,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_backup_etc_passwd,Verify Permissions on Backup passwd File,2,localhost,file_permissions_backup_etc_passwd,xccdf_org.ssgproject.content_rule_file_permissions_backup_etc_passwd,compliance,localhost.localdomain,True,low,"Changing permissions on the backup passwd file is a standard STIG hardening step that does not affect active authentication mechanisms or system boot. The fix is a simple chmod command, low risk of lockout, and does not require a reboot.",False,authentication/authorization affected; filesystems affected; potential exposure of backup password file if permissions are too permissive; incorrect chmod syntax could leave file insecure,low,success,1,1,stat -c '%U:%G %a' /etc/passwd-; chmod 0644 /etc/passwd-,True,True,,26.603916883468628,1.488,True,False,8,The plan will correct the permissions as required. Consider adding checks for file ownership and verifying the change with a stat command.,,True,"Changing the backup password file /etc/passwd- to mode 0644 only affects its readability; the system never uses this file for authentication, so no services or login mechanisms are impacted.",Audit log entry for chmod command; Potential need to verify root:root ownership separately,False,Approve,3.9479479789733887,34.54950022697449,12,0,33.701,18703,2526,21229,0.001235,1,1096,0.000118,7.94,9,17686,0.000844,12.967,1,1393,0.000162,8.848,1,1054,0.00011,3.946,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_backup_etc_shadow,Verify Permissions on Backup shadow File,2,localhost,file_permissions_backup_etc_shadow,xccdf_org.ssgproject.content_rule_file_permissions_backup_etc_shadow,compliance,localhost.localdomain,True,low,"The remediation only changes file permissions on a backup shadow file, which follows standard STIG hardening patterns and does not risk SSH or console lockout. No reboot or service restart is required.",False,authentication/authorization affected; filesystems affected; Improper permissions on backup shadow file could expose password hashes; Potential for unauthorized read access to sensitive credential data,low,success,1,1,test -e /etc/shadow- && echo exists || echo missing; chmod 0000 /etc/shadow-,True,True,,39.624675989151,1.48,True,True,8,"The plan correctly sets the backup shadow file permissions to 0000, which satisfies the recommendation and eliminates the vulnerability.","Reading the file with `read_file` may expose its sensitive contents in logs or output.; If the file does not exist, the chmod command will fail.",True,"Setting /etc/shadow- to mode 0000 removes all read/write/execute bits for all users, which satisfies the recommendation. Root can still access the file, and no system services rely on reading the backup shadow during normal operation, so authentication and daemons will not be affected.","Reading the file with read_file may expose its contents in logs or output, creating a potential information leak.",False,Approve,11.270351886749268,47.480279207229614,11,0,46.847,14323,2237,16560,0.001681,1,1055,0.00011,7.847,8,13098,0.001056,23.62,1,1116,0.000102,4.114,1,1291,0.000412,11.266,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_etc_group,Verify Permissions on group File,2,localhost,file_permissions_etc_group,xccdf_org.ssgproject.content_rule_file_permissions_etc_group,compliance,localhost.localdomain,True,low,"Changing /etc/group permissions to 0644 is a standard STIG remediation that does not affect system boot, networking, or critical services and is unlikely to cause lockout.",False,authentication/authorization affected; filesystems affected,low,success,1,1,chmod 0644 /etc/group,True,True,,29.448183059692383,1.521,True,True,8,"The plan correctly changes /etc/group to mode 0644, satisfying the STIG requirement and the vulnerability description.",,True,"Setting /etc/group to mode 0644 (rw-r--r--) is the default and required permission for group files. It removes unnecessary execute bits without altering ownership or content, so it will not disrupt authentication, SSH, or any services.",,False,Approve,1.722181797027588,33.15200209617615,11,0,32.553,15001,1856,16857,0.001144,1,987,0.000193,3.694,8,13797,0.000673,20.815,1,1041,0.000117,6.326,1,1032,0.00016,1.719,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_etc_gshadow,Verify Permissions on gshadow File,2,localhost,file_permissions_etc_gshadow,xccdf_org.ssgproject.content_rule_file_permissions_etc_gshadow,compliance,localhost.localdomain,True,low,"Changing the permissions of /etc/gshadow to the STIG‑recommended mode is a standard file‑permission hardening step. It does not modify authentication mechanisms, services, or boot configuration, and the impact is limited to restricting access to the group shadow file, which is low risk and unlikely to cause lockout or service disruption.",False,authentication/authorization affected; Incorrect chmod could prevent legitimate group password changes; Potential for mis‑typing the mode leading to overly permissive settings,low,success,1,1,stat -c '%a %U:%G' /etc/gshadow; chown root:shadow /etc/gshadow; grep '^shadow:' /etc/group; cat /etc/group; groupadd shadow; chown root:shadow /etc/gshadow; chmod 0000 /etc/gshadow,True,True,,69.80769419670105,1.59,True,False,8,"The plan will set /etc/gshadow permissions to 0000, which satisfies the vulnerability requirement. However, it does not verify or enforce correct ownership (root:shadow) and lacks a backup step before modification.",Ownership of /etc/gshadow is not verified or set; incorrect ownership could remain a separate issue.; No backup of the original file or its permissions is performed prior to change.; The plan assumes chmod 0000 is sufficient without confirming that no services require group read access.,True,"Setting /etc/gshadow to mode 0000 removes all non‑root access while still allowing root‑owned utilities to read the file. This matches the STIG recommendation and does not interfere with login, SSH, or other critical daemons that run as root. The change is limited to a single file and has no known impact on system services.","If any custom or third‑party service runs with group 'shadow' but not as root, it may lose read access to /etc/gshadow.",False,Approve,14.313020944595337,82.10553884506226,17,0,79.791,35425,4012,39437,0.002481,1,1188,0.000135,12.292,14,35187,0.001978,44.306,1,1479,0.000208,8.883,1,1583,0.00016,14.311,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_etc_passwd,Verify Permissions on passwd File,2,localhost,file_permissions_etc_passwd,xccdf_org.ssgproject.content_rule_file_permissions_etc_passwd,compliance,localhost.localdomain,True,low,"Changing /etc/passwd permissions to 0644 is a standard STIG remediation that does not affect system boot, networking, or critical services and carries minimal risk of lockout.",False,authentication/authorization affected; filesystems affected,low,success,1,1,stat -c '%a %U %G' /etc/passwd; chmod 0644 /etc/passwd; stat -c '%a %U %G' /etc/passwd,True,True,,45.74286699295044,1.49,True,True,8,,,True,Changing /etc/passwd to mode 0644 (rw-r--r--) matches standard defaults and STIG guidance; it does not affect authentication mechanisms or any running services.,,False,Approve,5.38615608215332,58.348549127578735,13,0,57.28,22147,2113,24260,0.002056,1,981,0.00019,12.597,10,21152,0.001692,31.076,1,1110,0.0001,8.223,1,1017,7.3e-05,5.385,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_permissions_etc_shadow,Verify Permissions on shadow File,2,localhost,file_permissions_etc_shadow,xccdf_org.ssgproject.content_rule_file_permissions_etc_shadow,compliance,localhost.localdomain,True,low,Adjusting /etc/shadow permissions is a standard STIG hardening step and does not risk SSH or console lockout. The recommended chmod changes remove unnecessary execute and write bits without affecting authentication mechanisms.,False,authentication/authorization affected; filesystems affected; Potential misconfiguration could restrict system processes that need to read shadow; Incorrect chmod syntax could inadvertently expose the file,low,failed,,1,,False,False,,35.482460021972656,,True,False,8,"The plan will set /etc/shadow to 0000, which removes all permission bits and satisfies the immediate vulnerability check. However, using 0000 is stricter than typical best‑practice (640) and may interfere with tools that expect readable permissions. Adding ownership verification and considering the standard 640 mode would improve robustness.",Setting mode to 0000 may be overly restrictive and could affect utilities that rely on read access to /etc/shadow even when running as root.; The plan does not verify or enforce correct ownership (root:shadow).; No explicit post‑change verification beyond the scan is defined.,False,,,False,Investigate,14.457426071166992,45.27934002876282,5,0,45.263,4163,2370,6533,0.000958,1,830,0.00013,9.789,2,2796,0.00025,16.648,1,1677,0.000403,4.37,1,1230,0.000175,14.456,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
file_groupowner_var_log,Verify Group Who Owns /var/log Directory,2,localhost,file_groupowner_var_log,xccdf_org.ssgproject.content_rule_file_groupowner_var_log,compliance,localhost.localdomain,True,low,"The remediation only changes the group owner of the /var/log directory to the root group (GID 0). This is a straightforward file permission adjustment that does not affect authentication, networking, or critical services, and it follows standard STIG guidance.",False,filesystems affected,low,success,1,1,"getent group ""0""; stat -c %G /var/log; chgrp --no-dereference root /var/log",True,True,,25.329439163208008,1.602,True,False,8,"The plan correctly changes the group ownership of /var/log to root, which satisfies the STIG requirement. It is safe and reversible.",,True,"Changing only the group ownership of the /var/log directory to root is a standard compliance action and does not modify contents or system configurations. It aligns with the STIG requirement, is reversible, and does not interfere with critical services or authentication mechanisms.","If any custom application explicitly checks for a non‑root group on /var/log, it may need adjustment, but such cases are rare.",False,Approve,4.499056100845337,28.960330963134766,12,0,27.963,17455,2069,19524,0.001444,1,1085,0.000135,3.623,9,15831,0.000959,14.919,1,1362,0.000255,4.924,1,1246,9.6e-05,4.497,unknown,openai/gpt-oss-120b,openai/gpt-oss-120b,openai/gpt-oss-120b
